id,name,summary,space,description,neighborhood_overview,notes,transit,host_about,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,guests_included,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,amenities_count,price_float,sd,cf,ep,weekly_price_float,monthly_price_float,host_is_super_host,host_response_rate_float,review_true_score,cancel_policy_code,property_code,neighbourhood_code,room_code,zipcode_code
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1956274.0,5.0,47.0,24.0,178.0,31.0,0.0,28.0,32.0,1.0,1.0,47.66869205752911,-122.39608935555252,2.0,1.5,1.0,1.0,0.0,3.0,1125.0,48.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,2.11,24.0,125.0,250.0,75.0,0.0,900.0,3750.0,1.0,1.0,2.11,2,1,1,1,7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
5919096.0,6.0,38.0,167.0,165.0,0.0,0.0,0.0,134.0,2.0,2.0,47.67141840265096,-122.38538535838535,4.0,1.0,1.0,3.0,1.0,5.0,999.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,0.26,11.0,129.0,250.0,75.0,0.0,903.0,3923.53,1.0,1.0,0.26,2,1,1,1,7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3294243.0,5.0,45.0,120.0,183.0,180.0,38.0,27.0,80.0,1.0,1.0,47.67268172430127,-122.38773072437924,4.0,2.0,2.0,2.0,1.0,2.0,1125.0,27.0,93.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,1.48,15.0,150.0,0.0,0.0,0.0,950.0,4127.75,1.0,1.0,1.3763999999999998,1,1,1,1,7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1266459.0,5.0,0.0,153.0,178.0,29.0,0.0,12.0,31.0,1.0,1.0,47.66797916893154,-122.38210544982788,2.0,1.5,1.0,1.0,2.0,2.0,1125.0,9.0,98.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,0.3,6.0,150.0,0.0,60.0,50.0,1050.0,4562.25,0.0,1.0,0.294,2,1,1,1,7
