id,name,summary,space,description,neighborhood_overview,notes,transit,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,zipcode,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,amenities_count,price_int,weekly_price_int,monthly_price_float
1724849,4,46.0,90.0,158,71.0,0.0,24.0,9091378,Brittany,2013-09-27,"Seattle, Washington, United States",46.0,,,,f,Central Business District,1.0,1.0,"['email', 'phone', 'reviews']",f,"1st Avenue, Seattle, WA 98101, United States",Central Business District,Central Business District,Downtown,Seattle,98101,47.60758178902561,-122.3388422596158,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",Doorman,Gym,""Elevator in Building"",""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer}",$275.00,"$1,200.00","$2,800.00",,,0,$0.00,1,1125,2 months ago,11,2013-12-02,2014-11-01,93.0,10.0,8.0,9.0,10.0,10.0,10.0,f,flexible,f,f,1,0.43,20,275,1200,2800.0
3868138,4,39.0,174.0,168,0.0,0.0,0.0,8534462,Daniela,2013-08-30,"Seattle, Washington, United States",14.0,within an hour,100%,100%,t,Belltown,48.0,48.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,"Western Avenue, Seattle, WA 98104, United States",Central Business District,Central Business District,Downtown,Seattle,98104,47.60266234134942,-122.33753716684895,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$183.00,"$1,700.00",,$300.00,$60.00,2,$20.00,2,1125,yesterday,46,2014-08-18,2015-10-19,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,t,t,3,2.73,25,183,1700,7386.5
8193054,6,86.0,107.0,186,3.0,14.0,72.0,4874276,Sarah,2013-01-28,"Seattle, Washington, United States",87.0,within an hour,100%,100%,f,Belltown,5.0,5.0,"['email', 'phone', 'reviews', 'kba']",t,"9th Avenue, Seattle, WA 98101, United States",Central Business District,Central Business District,Downtown,Seattle,98101,47.6120669290215,-122.3332126119045,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,Gym,""Elevator in Building"",""Indoor Fireplace"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$110.00,$800.00,"$3,200.00",$250.00,$50.00,2,$15.00,3,60,a week ago,10,2015-09-21,2015-11-25,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,5,2.83,24,110,800,3200.0
6807981,5,35.0,182.0,181,0.0,0.0,0.0,8534462,Daniela,2013-08-30,"Seattle, Washington, United States",14.0,within an hour,100%,100%,t,Belltown,48.0,48.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,"Union Street, Seattle, WA 98101, United States",Pike Place Market,Central Business District,Downtown,Seattle,98101,47.606897202285644,-122.34068376679512,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$156.00,,,$300.00,$60.00,2,$20.00,2,1125,2 days ago,18,2015-06-28,2015-11-14,96.0,9.0,10.0,10.0,10.0,10.0,9.0,f,strict,t,t,3,2.83,22,156,1092,4744.74
1163345,4,42.0,42.0,163,34.0,15.0,34.0,6372203,Darcy,2013-05-13,"Seattle, Washington, United States",16.0,within a few hours,99%,100%,f,Central Business District,7.0,7.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,"Yesler Way, Seattle, WA 98104, United States",Central Business District,Central Business District,Downtown,Seattle,98104,47.60567205123268,-122.33149399202291,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Safety Card"",""Fire Extinguisher"",Essentials}",$169.00,,,$200.00,,1,$0.00,1,30,today,107,2013-06-06,2015-12-12,88.0,9.0,9.0,9.0,9.0,9.0,9.0,f,strict,f,f,6,3.4,11,169,1183,5140.13
6436727,5,43.0,30.0,186,57.0,47.0,15.0,33601666,Alan,2015-05-17,"Seattle, Washington, United States",9.0,within a few hours,100%,100%,f,First Hill,1.0,1.0,"['phone', 'reviews', 'jumio']",f,"University Street, Seattle, WA 98101, United States",First Hill,First Hill,Downtown,Seattle,98101,47.61100176512663,-122.32858612455696,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",$150.00,$875.00,,,,1,$0.00,2,6,3 weeks ago,14,2015-05-24,2015-12-30,94.0,9.0,10.0,10.0,10.0,10.0,9.0,f,flexible,f,f,1,1.86,8,150,875,3801.88
8553556,5,49.0,0.0,49,0.0,0.0,0.0,37423892,Kevin,2015-07-03,"Seattle, Washington, United States",77.0,within an hour,100%,100%,f,,1.0,1.0,"['email', 'phone', 'reviews']",f,"Spring Street, Seattle, WA 98104, United States",,First Hill,Downtown,Seattle,98104,47.611334418357075,-122.32604789144008,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Dryer,Essentials,Shampoo}",$125.00,,,,,1,$0.00,1,1125,5 weeks ago,12,2015-10-02,2015-12-24,91.0,9.0,8.0,9.0,10.0,10.0,9.0,f,flexible,f,f,1,3.79,10,125,875,3801.88
7389483,4,33.0,127.0,172,52.0,0.0,67.0,2405924,Tahira,2012-05-18,"Seattle, Washington, United States",0.0,within a few hours,100%,100%,f,First Hill,1.0,1.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,"Minor Avenue, Seattle, WA 98101, United States",First Hill,First Hill,Downtown,Seattle,98101,47.61225737242129,-122.32636562553293,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$175.00,"$1,050.00","$4,000.00",,$100.00,2,$75.00,3,1125,a week ago,1,2015-09-13,2015-09-13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,1,0.26,14,175,1050,4000.0
1901706,6,39.0,184.0,182,42.0,174.0,192.0,1787819,Christine,2012-02-21,"Seattle, Washington, United States",340.0,within a day,93%,100%,f,First Hill,8.0,8.0,"['email', 'phone', 'reviews', 'kba']",t,"East Pike Street, Seattle, WA 98122, United States",First Hill,First Hill,Downtown,Seattle,98122,47.61320978481119,-122.32327762641904,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$155.00,"$1,008.00",,,$60.00,1,$0.00,3,90,3 weeks ago,15,2014-06-24,2015-09-29,96.0,10.0,9.0,10.0,10.0,10.0,9.0,f,strict,f,f,6,0.8,17,155,1008,4379.76
4137114,5,45.0,60.0,165,44.0,56.0,116.0,9058822,Andre And Joel,2013-09-25,"Seattle, Washington, United States",3.0,within an hour,100%,100%,f,First Hill,8.0,8.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,"Hubbell Place, Seattle, WA 98101, United States",First Hill,First Hill,Downtown,Seattle,98101,47.61096539961981,-122.32907247302464,t,Apartment,Entire home/apt,6,1.0,1.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Doorman,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$151.00,"$1,009.00","$3,400.00",$250.00,$65.00,3,$17.00,3,1125,today,54,2014-10-10,2015-12-19,94.0,9.0,10.0,9.0,10.0,10.0,9.0,t,strict,t,t,4,3.58,25,151,1009,3400.0
5249093,6,37.0,179.0,173,139.0,171.0,142.0,14980831,Rebecca,2014-05-01,"Mercer Island, Washington, United States",145.0,within an hour,100%,100%,f,First Hill,9.0,9.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,"Hubbell Place, Seattle, WA 98101, United States",First Hill,First Hill,Downtown,Seattle,98101,47.61317622635249,-122.32908403668802,t,Apartment,Entire home/apt,6,2.0,2.0,4.0,Real Bed,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",$175.00,"$1,176.00","$2,400.00",$250.00,$135.00,1,$0.00,3,1125,2 weeks ago,27,2015-03-30,2016-01-01,90.0,9.0,9.0,10.0,10.0,10.0,9.0,t,moderate,f,f,9,2.88,13,175,1176,2400.0
356608,6,29.0,195.0,190,42.0,198.0,192.0,1787819,Christine,2012-02-21,"Seattle, Washington, United States",340.0,within a day,93%,100%,f,First Hill,8.0,8.0,"['email', 'phone', 'reviews', 'kba']",t,"E Pike St, Seattle, WA 98122, United States",First Hill,First Hill,Downtown,Seattle,98122,47.613043010546605,-122.32321421294105,t,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$196.00,"$1,224.00",,,$60.00,1,$0.00,3,90,4 days ago,40,2012-06-05,2015-12-14,96.0,10.0,10.0,10.0,10.0,9.0,9.0,f,strict,f,f,6,0.92,17,196,1224,5318.28
5270223,5,13.0,0.0,13,0.0,0.0,0.0,21818936,Justin,2014-09-26,"Seattle, Washington, United States",0.0,,,,f,First Hill,1.0,1.0,"['email', 'phone', 'facebook']",f,"Hubbell Place, Seattle, WA 98101, United States",First Hill,First Hill,Downtown,Seattle,98101,47.61096182378536,-122.33032119082864,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Kitchen,""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",$110.00,,,,,1,$0.00,1,1125,11 months ago,0,,,,,,,,,,f,flexible,f,f,1,,8,110,770,3345.65
7824870,5,45.0,59.0,158,14.0,0.0,17.0,27676513,Sarah,2015-02-13,"Seattle, Washington, United States",29.0,,,,f,First Hill,1.0,1.0,"['email', 'phone', 'facebook', 'linkedin']",f,"East Union Street, Seattle, WA 98122, United States",First Hill,First Hill,Downtown,Seattle,98122,47.61345647608498,-122.32497953403096,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$140.00,,,$100.00,$10.00,2,$50.00,3,4,5 months ago,0,,,,,,,,,,f,flexible,f,f,1,,11,140,980,4258.1
828298,5,0.0,176.0,176,30.0,0.0,0.0,74305,Darik,2010-01-27,"Kent, Washington, United States",154.0,within a few hours,94%,100%,f,Belltown,34.0,34.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,"Hubbell Pl, Seattle, WA 98101, United States",First Hill,First Hill,Downtown,Seattle,98101,47.611855354434034,-122.3304909486734,t,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",$175.00,,,,$107.00,1,$0.00,3,1125,today,14,2013-01-29,2015-11-22,92.0,9.0,10.0,10.0,10.0,10.0,10.0,f,strict,t,t,6,0.39,22,175,1225,5322.62
8446347,4,46.0,0.0,46,0.0,0.0,0.0,44470118,Michelle,2015-09-18,US,0.0,,,,f,,1.0,1.0,"['email', 'phone']",f,"8th Avenue, Seattle, WA 98104, United States",,First Hill,Downtown,Seattle,98104,47.610162489020205,-122.32357163296595,f,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{""Wireless Internet"",Kitchen,Breakfast,""Buzzer/Wireless Intercom"",Heating,Essentials,Shampoo}",$250.00,,,,$45.00,1,$0.00,1,1125,4 months ago,0,,,,,,,,,,f,flexible,f,f,1,,7,250,1750,7603.75
5989894,3,37.0,53.0,166,44.0,0.0,121.0,2775464,Lubna,2012-06-28,"Seattle, Washington, United States",174.0,within a few hours,90%,100%,f,First Hill,2.0,2.0,"['email', 'phone', 'facebook', 'reviews']",f,"8th Avenue, Seattle, WA 98104, United States",First Hill,First Hill,Downtown,Seattle,98104,47.60887199748911,-122.3281057666577,t,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Pool,Kitchen,Gym,""Elevator in Building"",""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers}",$90.00,$450.00,"$1,800.00",$100.00,$50.00,3,$25.00,1,1125,3 weeks ago,11,2015-04-20,2015-09-28,95.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,f,f,2,1.27,17,90,450,1800.0
7699495,1,28.0,29.0,171,188.0,10.0,42.0,7785901,Andric And Drea,2013-07-28,"Blaine, Washington, United States",89.0,within an hour,100%,100%,t,First Hill,3.0,3.0,"['email', 'phone', 'reviews', 'jumio']",t,"8th Ave, Seattle, WA 98104, United States",,First Hill,Downtown,Seattle,98104,47.60815597715229,-122.32919840425645,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$105.00,$800.00,"$2,800.00",,$60.00,2,$20.00,3,1125,today,6,2015-10-31,2016-01-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,f,f,3,2.73,18,105,800,2800.0
3270492,6,42.0,188.0,179,89.0,59.0,22.0,16537099,Maximillian,2014-06-08,"Seattle, Washington, United States",120.0,within an hour,100%,100%,f,First Hill,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,"Hubbell Pl, Seattle, WA 98101, United States",First Hill,First Hill,Downtown,Seattle,98101,47.611091497757734,-122.3307334251513,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer,Essentials,Shampoo}",$95.00,$600.00,"$2,300.00",,$30.00,2,$30.00,2,1125,5 days ago,62,2014-07-08,2015-12-27,97.0,10.0,9.0,10.0,10.0,10.0,10.0,f,moderate,f,f,1,3.41,11,95,600,2300.0
5372156,6,19.0,191.0,189,0.0,0.0,0.0,8534462,Daniela,2013-08-30,"Seattle, Washington, United States",14.0,within an hour,100%,100%,t,Belltown,48.0,48.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,"8th Avenue, Seattle, WA 98104, United States",First Hill,First Hill,Downtown,Seattle,98104,47.60834831273565,-122.32867412004522,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$139.00,"$1,500.00",,$300.00,$60.00,2,$20.00,2,1125,yesterday,15,2015-05-17,2015-12-16,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,t,t,3,1.93,21,139,1500,6517.5
2933877,4,38.0,171.0,164,139.0,179.0,141.0,14980831,Rebecca,2014-05-01,"Mercer Island, Washington, United States",145.0,within an hour,100%,100%,f,First Hill,9.0,9.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,"Hubbell Place, Seattle, WA 98101, United States",First Hill,First Hill,Downtown,Seattle,98101,47.61263327263565,-122.32944199239357,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",$115.00,$770.00,"$1,600.00",$250.00,$135.00,1,$0.00,3,1125,3 weeks ago,9,2014-07-18,2015-10-17,91.0,10.0,10.0,9.0,9.0,10.0,9.0,t,moderate,f,f,9,0.5,15,115,770,1600.0
4943016,3,36.0,135.0,176,58.0,9.0,30.0,3294357,Rachel & Grace,2012-08-17,"Seattle, Washington, United States",73.0,within a few hours,100%,100%,f,First Hill,4.0,4.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,"Hubbell Place, Seattle, WA 98101, United States",First Hill,First Hill,Downtown,Seattle,98101,47.611327641771965,-122.33060010202864,t,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$185.00,,,$100.00,$65.00,2,$25.00,3,1125,yesterday,4,2015-02-17,2015-09-27,90.0,9.0,10.0,10.0,10.0,10.0,9.0,f,strict,f,f,4,0.37,18,185,1295,5626.77
3624990,5,38.0,178.0,172,139.0,178.0,141.0,14980831,Rebecca,2014-05-01,"Mercer Island, Washington, United States",145.0,within an hour,100%,100%,f,First Hill,9.0,9.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,"Hubbell Place, Seattle, WA 98101, United States",First Hill,First Hill,Downtown,Seattle,98101,47.61136873936966,-122.328852549505,t,Apartment,Entire home/apt,6,1.0,2.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",$175.00,"$1,176.00","$2,400.00",$250.00,$135.00,1,$0.00,3,1125,3 weeks ago,18,2014-09-22,2015-11-02,90.0,10.0,9.0,10.0,10.0,9.0,9.0,t,moderate,f,f,9,1.15,15,175,1176,2400.0
7391003,5,37.0,38.0,174,109.0,47.0,30.0,32394807,Andreina,2015-05-02,"Seattle, Washington, United States",54.0,within a day,82%,100%,f,First Hill,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,"8th Avenue, Seattle, WA 98101, United States",First Hill,First Hill,Downtown,Seattle,98101,47.609538354985546,-122.33017847610924,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",$75.00,,,$150.00,$20.00,1,$0.00,1,1125,5 weeks ago,43,2015-07-20,2015-12-25,85.0,9.0,9.0,9.0,10.0,10.0,9.0,f,moderate,f,f,1,7.63,10,75,525,2281.12
9922140,4,50.0,17.0,133,10.0,23.0,8.0,41319913,Cousin,2015-08-12,"Seattle, Washington, United States",12.0,within an hour,100%,100%,t,First Hill,1.0,1.0,"['email', 'phone', 'reviews']",f,"Seneca Street, Seattle, WA 98101, United States",First Hill,First Hill,Downtown,Seattle,98101,47.60940704488772,-122.32911502838186,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Doorman,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$85.00,$800.00,"$2,000.00",,$20.00,1,$0.00,1,1125,today,0,,,,,,,,,,t,flexible,f,f,1,,28,85,800,2000.0
10126199,5,32.0,129.0,161,0.0,42.0,28.0,35324206,Gracie,2015-06-08,"Seattle, Washington, United States",0.0,within an hour,100%,100%,t,Pike Place Market,2.0,2.0,"['phone', 'linkedin', 'reviews', 'kba']",f,"Spring Street, Seattle, WA 98104, United States",First Hill,First Hill,Downtown,Seattle,98104,47.60970200536118,-122.3288628462014,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$129.00,,,$500.00,$65.00,2,$25.00,1,60,4 days ago,0,,,,,,,,,,t,flexible,f,f,2,,24,129,903,3923.53
6752031,5,36.0,0.0,36,0.0,0.0,0.0,35354152,Johnny,2015-06-09,"Seattle, Washington, United States",26.0,within a few hours,100%,100%,f,First Hill,1.0,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,"Spring Street, Seattle, WA 98104, United States",First Hill,First Hill,Downtown,Seattle,98104,47.60844896548192,-122.3288112096693,t,Apartment,Private room,2,1.0,1.0,1.0,Airbed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Pool,Kitchen,Gym,""Elevator in Building"",""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}",$70.00,$520.00,"$1,750.00",,$10.00,1,$10.00,2,1125,yesterday,18,2015-07-06,2015-12-12,91.0,9.0,10.0,10.0,10.0,10.0,9.0,f,flexible,f,f,1,2.95,19,70,520,1750.0
1815304,5,40.0,43.0,171,81.0,94.0,50.0,9508208,Michael,2013-10-18,"Seattle, Washington, United States",50.0,within an hour,100%,100%,f,First Hill,1.0,1.0,"['email', 'phone', 'linkedin', 'reviews', 'jumio']",t,"Boren Avenue, Seattle, WA 98101, United States",First Hill,First Hill,Downtown,Seattle,98101,47.61281849257711,-122.32761469498787,t,Apartment,Private room,2,1.0,1.0,1.0,Pull-out Sofa,"{TV,Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",""Pets live on this property"",Dog(s),""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,""Laptop Friendly Workspace""}",$79.00,,,,,0,$0.00,2,19,yesterday,139,2013-11-08,2015-12-31,91.0,9.0,8.0,10.0,10.0,10.0,9.0,t,strict,t,t,1,5.29,16,79,553,2402.78
10211716,5,44.0,132.0,170,40.0,48.0,0.0,50550045,Diane,2015-12-04,"Seattle, Washington, United States",0.0,within a day,96%,100%,f,Central Business District,6.0,6.0,"['email', 'phone', 'linkedin', 'jumio']",t,"Minor Avenue, Seattle, WA 98104, United States",First Hill,First Hill,Downtown,Seattle,98104,47.60980660593094,-122.32442444659095,t,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,"{TV,Internet,Kitchen,Doorman,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",$109.00,,,$300.00,$60.00,2,$25.00,1,1125,today,0,,,,,,,,,,f,strict,f,f,6,,16,109,763,3315.23
3793047,5,23.0,54.0,167,36.0,11.0,51.0,1434203,Adam,2011-11-22,"Seattle, Washington, United States",62.0,,,,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']",t,"Bellevue Avenue, Seattle, WA 98122, United States",Capitol Hill,First Hill,Downtown,Seattle,98122,47.613998017824684,-122.32639599096396,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}",$100.00,,,,$15.00,1,$0.00,2,1125,2 months ago,37,2014-08-11,2015-11-16,92.0,10.0,9.0,9.0,10.0,10.0,9.0,f,flexible,f,f,1,2.17,12,100,700,3041.5
