id,name,summary,space,description,neighborhood_overview,notes,transit,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,zipcode,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,amenities_count,price_int,weekly_price_int,monthly_price_float
1323446,6,44.0,185.0,197,142.0,169.0,148.0,7053059,Laura,2013-06-22,"Seattle, Washington, United States",58.0,within a few hours,90%,100%,t,Queen Anne,1.0,1.0,"['email', 'phone', 'reviews', 'jumio']",t,"Warren Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,98109,47.635444558821725,-122.35551660487094,t,Apartment,Entire home/apt,5,1.0,1.0,4.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$98.00,$640.00,"$2,000.00",$300.00,$10.00,2,$25.00,1,99,a week ago,139,2013-07-10,2015-12-20,97.0,10.0,10.0,10.0,9.0,10.0,10.0,f,moderate,f,f,1,4.59,17,98,640,2000.0
3925573,4,46.0,19.0,129,2.0,0.0,62.0,20338511,Amber,2014-08-21,US,0.0,within a few hours,100%,100%,f,,1.0,1.0,"['email', 'phone', 'reviews']",f,"Dexter Avenue North, Seattle, WA 98109, United States",,East Queen Anne,Queen Anne,Seattle,98109,47.64269717164262,-122.3436911432716,t,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",$130.00,$850.00,,$150.00,$25.00,1,$0.00,2,1125,4 days ago,5,2014-09-22,2015-09-14,100.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict,f,f,1,0.32,13,130,850,3693.25
8723086,4,39.0,16.0,95,0.0,0.0,25.0,45781945,Wesley,2015-10-05,"Seattle, Washington, United States",38.0,within an hour,100%,100%,f,,1.0,1.0,"['email', 'phone', 'google', 'reviews', 'jumio']",t,"Dexter Ave N, Seattle, WA 98109, United States",,East Queen Anne,Queen Anne,Seattle,98109,47.63892300956726,-122.34282687028394,f,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Breakfast,""Elevator in Building"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$85.00,$525.00,"$1,600.00",,,0,$0.00,1,1125,3 weeks ago,15,2015-10-07,2015-12-22,96.0,10.0,9.0,10.0,10.0,9.0,10.0,f,moderate,f,f,1,5.0,18,85,525,1600.0
781474,5,0.0,131.0,131,0.0,0.0,0.0,4122018,Lynne,2012-11-11,"Seattle, Washington, United States",324.0,within an hour,100%,,f,Queen Anne,3.0,3.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,"Westlake Ave N, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,98109,47.64291211246454,-122.34468331995241,t,Boat,Entire home/apt,1,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer}",$85.00,$560.00,"$2,195.00",,$15.00,1,$0.00,2,180,3 months ago,1,2013-04-03,2013-04-03,90.0,,10.0,10.0,10.0,8.0,10.0,f,moderate,t,t,2,0.03,8,85,560,2195.0
9812439,5,42.0,20.0,136,0.0,0.0,30.0,31366898,Christine,2015-04-16,"Seattle, Washington, United States",150.0,within an hour,100%,100%,f,Queen Anne,6.0,6.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",t,"Dexter Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,98109,47.639345860060956,-122.34313235161407,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$73.00,$588.00,"$2,058.00",$350.00,$60.00,1,$0.00,2,1125,today,0,,,,,,,,,,f,strict,f,f,5,,20,73,588,2058.0
3401644,4,38.0,171.0,162,38.0,23.0,12.0,106721,Paula,2010-04-11,"Seattle, Washington, United States",16.0,within a few hours,100%,100%,f,Queen Anne,1.0,1.0,"['email', 'phone', 'reviews', 'jumio']",t,"2nd Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,98109,47.63507292926039,-122.35459413199024,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$150.00,$550.00,,$150.00,$25.00,4,$50.00,1,1125,yesterday,5,2014-09-02,2015-08-30,88.0,10.0,9.0,9.0,10.0,10.0,10.0,f,moderate,f,f,1,0.31,13,150,550,2389.75
10036903,6,26.0,0.0,34,0.0,0.0,8.0,51433714,Chris,2015-12-15,"Seattle, Washington, United States",108.0,within an hour,100%,100%,f,Lower Queen Anne,1.0,1.0,"['email', 'phone', 'facebook', 'linkedin', 'jumio']",t,"Queen Anne Avenue North, Seattle, WA 98109, United States",Lower Queen Anne,East Queen Anne,Queen Anne,Seattle,98109,47.62857355428276,-122.35590915697244,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$85.00,,,,,1,$0.00,3,1125,a week ago,0,,,,,,,,,,f,strict,f,f,1,,14,85,595,2585.27
5310193,9,43.0,0.0,178,176.0,72.0,66.0,27508753,Scott,2015-02-10,"Seattle, Washington, United States",0.0,within a few hours,100%,100%,f,Queen Anne,1.0,1.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']",t,"4th Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,98109,47.63793825819439,-122.35072564856766,t,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",$190.00,"$1,600.00",,$500.00,$100.00,1,$0.00,1,1125,4 weeks ago,3,2015-08-09,2015-12-28,93.0,9.0,9.0,10.0,9.0,10.0,10.0,f,strict,f,f,1,0.6,18,190,1600,6952.0
5308875,6,42.0,45.0,179,13.0,15.0,34.0,11358129,Clint,2014-01-16,"Seattle, Washington, United States",111.0,within a few hours,100%,100%,t,,1.0,1.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']",t,"6th Ave N, Seattle, WA 98109, United States",,East Queen Anne,Queen Anne,Seattle,98109,47.62930930813364,-122.34413623476452,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",Essentials,Shampoo}",$68.00,,,$200.00,$50.00,1,$0.00,2,15,today,17,2015-07-12,2015-11-21,94.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,f,f,1,2.88,7,68,476,2068.22
5052459,6,47.0,185.0,185,151.0,24.0,48.0,26032511,Tracy,2015-01-13,US,50.0,within an hour,83%,100%,t,Queen Anne,2.0,2.0,"['email', 'phone', 'linkedin', 'reviews', 'jumio']",t,"6th Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,98109,47.63050640341463,-122.34502206933223,t,Apartment,Entire home/apt,2,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$149.00,$895.00,"$3,150.00",$100.00,$60.00,2,$0.00,2,1125,2 weeks ago,31,2015-03-09,2015-12-15,96.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,f,f,1,3.08,15,149,895,3150.0
7228499,4,29.0,68.0,185,66.0,0.0,12.0,5325329,Blair,2013-03-04,"Seattle, Washington, United States",41.0,within a few hours,97%,100%,f,Queen Anne,9.0,9.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,"Highland Drive, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,98109,47.63021399726569,-122.34761508910965,t,House,Entire home/apt,10,2.0,2.0,5.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$349.00,,,,$100.00,1,$0.00,1,1125,today,34,2015-08-16,2015-12-28,92.0,9.0,9.0,10.0,10.0,10.0,9.0,t,strict,f,f,8,7.18,16,349,2443,10614.83
7651653,7,28.0,12.0,107,29.0,0.0,23.0,9423731,Brooke,2013-10-14,"Seattle, Washington, United States",0.0,within an hour,100%,100%,f,Green Lake,2.0,2.0,"['email', 'phone', 'reviews', 'jumio']",t,"Highland Drive, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,98109,47.62954816309299,-122.3465965676034,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",$105.00,,"$2,500.00",$750.00,$100.00,1,$0.00,21,1125,4 weeks ago,1,2015-11-10,2015-11-10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,2,0.54,15,105,735,2500.0
1494986,4,45.0,152.0,158,26.0,0.0,40.0,316200,William,2010-12-11,"Seattle, Washington, United States",68.0,within an hour,100%,100%,t,Eastlake,4.0,4.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,"Taylor Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,98109,47.63376670078833,-122.34461541236195,t,Apartment,Entire home/apt,4,1.5,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",$145.00,$925.00,"$3,625.00",$500.00,$90.00,2,$10.00,3,1125,today,10,2013-09-06,2015-12-05,100.0,10.0,10.0,10.0,10.0,9.0,10.0,t,strict,f,f,4,0.35,19,145,925,3625.0
1783382,6,40.0,24.0,151,35.0,0.0,39.0,9361239,Emily,2013-10-11,"Seattle, Washington, United States",10.0,,,,f,Queen Anne,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,"Taylor Avenue N, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,98109,47.6344416386719,-122.343784147235,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer}",$150.00,$900.00,,$200.00,$40.00,1,$10.00,2,6,3 weeks ago,15,2013-12-31,2015-09-28,98.0,10.0,9.0,10.0,10.0,9.0,9.0,f,moderate,f,f,1,0.61,12,150,900,3910.5
7513198,5,42.0,0.0,42,0.0,0.0,0.0,12456569,Ryan,2014-02-21,"Seattle, Washington, United States",63.0,,,,f,Queen Anne,1.0,1.0,"['email', 'phone', 'google', 'linkedin', 'reviews', 'kba']",t,"Taylor Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,98109,47.63211912885084,-122.34681925491051,t,Condominium,Entire home/apt,4,2.0,2.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$275.00,"$1,750.00","$5,500.00","$5,000.00",$75.00,3,$75.00,4,1125,3 weeks ago,1,2015-08-15,2015-08-15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,1,0.21,13,275,1750,5500.0
8308316,7,44.0,96.0,173,138.0,0.0,14.0,3792761,Kimberly,2012-10-07,"Seattle, Washington, United States",36.0,within an hour,100%,100%,f,Queen Anne,5.0,5.0,"['email', 'phone', 'reviews', 'jumio', 'kba']",t,", Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,98109,47.63043465175436,-122.35017116506448,t,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",$165.00,,,,$75.00,1,$0.00,2,1125,4 days ago,7,2015-09-21,2015-12-20,97.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,f,f,1,1.98,14,165,1155,5018.47
9694921,5,42.0,172.0,172,34.0,0.0,47.0,3787979,Cathy,2012-10-07,"Seattle, Washington, United States",9.0,within an hour,100%,100%,f,Ravenna,2.0,2.0,"['email', 'phone', 'reviews']",f,"Dexter Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,98109,47.63840683612418,-122.34407700488278,t,House,Entire home/apt,5,2.0,3.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$196.00,,,$300.00,$65.00,5,$25.00,2,1125,4 days ago,1,2015-12-31,2015-12-31,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,f,f,1,1.0,20,196,1372,5961.34
2472850,4,51.0,0.0,78,0.0,0.0,12.0,2840320,Teagen,2012-07-05,"Seattle, Washington, United States",1.0,,,,f,Queen Anne,1.0,1.0,"['email', 'phone', 'reviews', 'kba']",t,"Prospect Street, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,98109,47.629003872340526,-122.34382334831317,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Pets Allowed"",""Elevator in Building"",Heating,Washer,Dryer,Essentials,Shampoo}",$195.00,,"$3,600.00",$100.00,$35.00,1,$0.00,2,14,5 months ago,28,2014-05-19,2015-09-07,82.0,9.0,8.0,9.0,9.0,9.0,8.0,f,strict,f,f,1,1.41,14,195,1365,3600.0
5487522,5,53.0,77.0,198,40.0,0.0,28.0,13546801,Louise,2014-03-26,"Seattle, Washington, United States",53.0,within a day,75%,,f,Queen Anne,2.0,2.0,"['email', 'phone', 'reviews']",f,"Dexter Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,98109,47.63935866753714,-122.34402874897694,t,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",$200.00,,,$95.00,,2,$10.00,2,1125,2 months ago,7,2015-03-23,2015-10-03,89.0,9.0,9.0,9.0,9.0,9.0,9.0,f,moderate,f,f,1,0.73,16,200,1400,6083.0
4016650,7,40.0,74.0,166,89.0,83.0,43.0,238431,Brian,2010-09-18,"Seattle, Washington, United States",160.0,within an hour,100%,100%,t,Queen Anne,1.0,1.0,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'kba']",t,"Birch Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,98109,47.640119720750725,-122.34452981345041,t,House,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Breakfast,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$90.00,,,$125.00,$30.00,1,$0.00,2,7,2 weeks ago,36,2015-03-01,2015-11-18,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict,f,f,1,3.48,16,90,630,2737.35
10229434,6,41.0,0.0,41,0.0,0.0,0.0,21616710,Courtney,2014-09-21,"Seattle, Washington, United States",0.0,within an hour,100%,100%,f,,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,"6th Avenue North, Seattle, WA 98109, United States",,East Queen Anne,Queen Anne,Seattle,98109,47.638157777568814,-122.34415740858152,f,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,{},$100.00,,,,,1,$0.00,1,1125,4 days ago,0,,,,,,,,,,f,flexible,f,f,1,,0,100,700,3041.5
3479241,5,37.0,11.0,186,69.0,16.0,24.0,15893988,Kalia,2014-05-23,"Seattle, Washington, United States",36.0,within a day,50%,,f,Queen Anne,1.0,1.0,"['email', 'phone', 'google', 'linkedin', 'reviews', 'jumio']",t,"8th Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,98109,47.63987162110587,-122.34183446186633,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Gym,""Pets live on this property"",Cat(s),""Elevator in Building"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",$125.00,$800.00,"$2,000.00",,$30.00,1,$25.00,2,1125,4 months ago,16,2014-08-01,2015-08-17,92.0,10.0,9.0,9.0,10.0,10.0,9.0,t,moderate,f,f,1,0.92,17,125,800,2000.0
5848400,6,15.0,168.0,169,98.0,25.0,0.0,430709,Sea To Sky Rentals,2011-03-08,"Seattle, Washington, United States",11.0,within a day,88%,100%,f,Belltown,36.0,36.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,"4th Avenue N and Garfield St, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,98109,47.63214523371973,-122.35064869111656,f,House,Entire home/apt,8,1.5,3.0,5.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",$250.00,,,,$264.00,1,$0.00,3,1125,today,4,2015-05-09,2015-10-19,90.0,9.0,10.0,10.0,10.0,10.0,9.0,f,strict,t,t,31,0.5,13,250,1750,7603.75
6077760,6,12.0,0.0,80,28.0,0.0,11.0,21288637,Alex,2014-09-13,"Seattle, Washington, United States",0.0,within an hour,100%,100%,t,Westlake,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,"Dexter Avenue North, Seattle, WA 98109, United States",Westlake,East Queen Anne,Queen Anne,Seattle,98109,47.634532624200055,-122.34379009996228,t,House,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$130.00,$750.00,"$2,500.00",$100.00,$50.00,1,$0.00,2,1125,3 days ago,23,2015-05-14,2015-10-25,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,f,f,1,2.92,15,130,750,2500.0
4642956,7,41.0,61.0,163,44.0,9.0,27.0,24038354,John & Ann,2014-11-22,"Seattle, Washington, United States",0.0,within a few hours,100%,,f,Queen Anne,1.0,1.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,"Highland Drive, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,98109,47.629947433277685,-122.35138796733871,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",$209.00,"$1,400.00",,$200.00,$90.00,2,$25.00,3,1125,today,1,2015-03-08,2015-03-08,100.0,10.0,10.0,10.0,10.0,10.0,8.0,f,moderate,f,f,1,0.1,7,209,1400,6083.0
1167507,4,38.0,169.0,166,121.0,179.0,192.0,6393323,Thomas And Leona,2013-05-14,"Seattle, Washington, United States",9.0,within an hour,100%,100%,t,Queen Anne,1.0,1.0,"['email', 'phone', 'reviews', 'kba']",t,"Bigelow Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,98109,47.6319214282471,-122.34852025483623,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher""}",$110.00,$720.00,"$2,500.00",$150.00,$50.00,2,$20.00,2,1125,3 weeks ago,61,2013-06-02,2015-12-11,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,t,1,1.93,13,110,720,2500.0
6044106,5,67.0,48.0,163,28.0,18.0,24.0,31366898,Christine,2015-04-16,"Seattle, Washington, United States",150.0,within an hour,100%,100%,f,Queen Anne,6.0,6.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",t,"Aurora Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,98109,47.64154276225782,-122.34466124326784,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$90.00,"$1,015.00","$3,950.00",$350.00,$60.00,0,$0.00,2,1125,a week ago,50,2015-04-26,2015-12-28,96.0,10.0,10.0,10.0,10.0,9.0,10.0,t,strict,f,f,5,5.91,24,90,1015,3950.0
1799255,4,50.0,52.0,200,65.0,24.0,53.0,9435135,Sharon,2013-10-15,"Seattle, Washington, United States",132.0,within a day,83%,100%,f,Queen Anne,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,"3rd Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,98109,47.638129028014404,-122.35237403416494,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,Essentials,Shampoo}",$90.00,$500.00,,,,1,$0.00,2,1125,6 weeks ago,55,2014-01-13,2015-11-17,97.0,10.0,9.0,10.0,10.0,10.0,10.0,f,flexible,f,f,1,2.29,12,90,500,2172.5
8941768,3,42.0,0.0,61,0.0,0.0,19.0,3022709,Laura,2012-07-22,"Seattle, Washington, United States",58.0,within a few hours,100%,100%,f,Columbia City,2.0,2.0,"['email', 'phone', 'facebook', 'reviews']",f,"Taylor Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,98109,47.63279987984936,-122.34655790024463,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Elevator in Building"",Heating,Washer,Dryer,Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$130.00,$700.00,"$2,200.00",,,2,$0.00,1,1125,yesterday,1,2015-11-15,2015-11-15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,f,f,2,0.59,14,130,700,2200.0
6569950,4,39.0,0.0,39,0.0,0.0,0.0,34363282,Brad,2015-05-27,"Seattle, Washington, United States",0.0,,,,f,Lower Queen Anne,1.0,1.0,"['email', 'phone', 'reviews']",f,"Queen Anne Avenue North, Seattle, WA 98109, United States",Lower Queen Anne,East Queen Anne,Queen Anne,Seattle,98109,47.630826689711036,-122.35622983326977,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector""}",$175.00,,,,,1,$0.00,2,3,3 months ago,1,2015-08-10,2015-08-10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,f,f,1,0.2,9,175,1225,5322.62
